,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
204,apasalahnya kalau ada yang berbuat asusila atau seks bebas ditahan proses hukum saja kok mesti berdasarkan persetujuan dulu mana ada seorang wanita apalagi gadis yang mau diperlakukan tidak senonoh oleh laki laki apalagi memberi persetujuan itu alasan pembelaan untuk laki laki saja itu hanya perempuan murah yang mau bersikap kayak isi permen nadiem tersebut bagaimana sih niat dalam kalbu hati para pendukung dan menterinya diknasristek jika terjadi pada anak gadis atau istri dia sendiri jadi rasa kemanusiaan dan niat apa maksud dari permen ini pantas apa tidak diterbitkan buat bertanya lagi buat sementara mesti pakai ini dulu mesti pakai peraturan ini sunguh mengenaskan kenapa tidak dibuang saja permen ini kedalam tong sampah jawab tegasnya beri saja sanksi yang tegas pada pelakunya terutama tentu pria lelakinya kan itu sudah jelas untuk laki laki dan perempuan sudah bersuami sebenarnya hanya lingkungan tempat terjadi kekerasan seksual itu yang tidak berani dan jelas sikapnya bertindak tegas pada hukum sanksi sudah norma asusila pada fasal bab kuhp terimakasih ,negatif,"['apasalahnya', 'klw', 'ada', 'yg', 'berbuat', 'a susila', 'atau', 'sex', 'bebas', 'ditahan', 'proses', 'hukum', 'saja', 'kok', 'mesti', 'berdasarkan', 'persetujuan', 'dulu', 'mana', 'ada', 'seorang', 'wanita', 'apalagi', 'gadis', 'yg', 'mau', 'diperlakukan', 'ndak', 'senonoh', 'oleh', 'laki', 'laki', 'apalagi', 'memberi', 'persetujuan', 'itu', 'alesanya', 'pembelaan', 'untk', 'laki', 'laki', 'saja', 'itu', 'cuma', 'perempuan', 'murah', 'yg', 'mau', 'bersikap', 'kayak', 'isi', 'permen', 'nadiem', 'tsb', 'bagai mana', 'sih', 'niat', 'dalem', 'kalbu', 'hati', 'para', 'pendukung', 'dn', 'menterinya', 'diknasristek', 'jika', 'terjadi', 'pada', 'anak', 'gadis', 'atau', 'isteri', 'dia', 'sendiri', 'jadi', 'rasa', 'kemanusiaan', 'dn', 'niat', 'aoa', 'maksud', 'dari', 'permen', 'ini', 'pantas', 'aoa', 'ndak', 'diterbitkan', 'buat', 'bertanya', 'gy', 'buat', 'sementara', 'mesti', 'pake', 'ini', 'dulu', 'mesti', 'pake', 'peraturan', 'ini', 'sunguh', 'mengenaskan', 'knp', 'ndak', 'dibuang', 'saja', 'permen', 'ini', 'kedalam', 'tong', 'sampah', 'jawab', 'tegasnya', 'beri', 'saja', 'sanksi', 'yg', 'tegas', 'pada', 'pelakunya', 'terutama', 'tentu', 'pria', 'lelakinya', 'kan', 'itu', 'sdh', 'jelas', 'untk', 'laki', 'laki', 'dn', 'perempuan', 'sdh', 'bersuami', 'sebenarnya', 'cuma', 'lingkungan', 'tempat', 'terjadi', 'kekerasan', 'seksual', 'itu', 'yg', 'ndak', 'berani', 'dn', 'jelas', 'sikapnya', 'bertindak', 'tegas', 'pada', 'hukum', 'sanksi', 'sdh', 'norma', 'a susila', 'pada', 'fasal', 'bab', 'kuhp', 'trmksh']","['apasalahnya', 'klw', 'berbuat', 'a susila', 'sex', 'bebas', 'ditahan', 'proses', 'hukum', 'mesti', 'berdasarkan', 'persetujuan', 'wanita', 'gadis', 'diperlakukan', 'ndak', 'senonoh', 'laki', 'laki', 'persetujuan', 'alesanya', 'pembelaan', 'untk', 'laki', 'laki', 'perempuan', 'murah', 'bersikap', 'kayak', 'isi', 'permen', 'nadiem', 'tsb', 'bagai mana', 'niat', 'dalem', 'kalbu', 'hati', 'pendukung', 'dn', 'menterinya', 'diknasristek', 'anak', 'gadis', 'isteri', 'kemanusiaan', 'dn', 'niat', 'aoa', 'maksud', 'permen', 'aoa', 'ndak', 'diterbitkan', 'mesti', 'pake', 'mesti', 'pake', 'peraturan', 'sunguh', 'mengenaskan', 'knp', 'ndak', 'dibuang', 'permen', 'kedalam', 'tong', 'sampah', 'sanksi', 'pelakunya', 'pria', 'lelakinya', 'untk', 'laki', 'laki', 'dn', 'perempuan', 'bersuami', 'lingkungan', 'kekerasan', 'seksual', 'ndak', 'berani', 'dn', 'sikapnya', 'bertindak', 'hukum', 'sanksi', 'norma', 'a susila', 'fasal', 'bab', 'kuhp', 'trmksh']","['apasalahnya', 'klw', 'buat', 'a susila', 'sex', 'bebas', 'tahan', 'proses', 'hukum', 'mesti', 'dasar', 'tuju', 'wanita', 'gadis', 'laku', 'ndak', 'senonoh', 'laki', 'laki', 'tuju', 'alesanya', 'bela', 'untk', 'laki', 'laki', 'perempuan', 'murah', 'sikap', 'kayak', 'isi', 'permen', 'nadiem', 'tsb', 'bagai mana', 'niat', 'dalem', 'kalbu', 'hati', 'dukung', 'dn', 'menteri', 'diknasristek', 'anak', 'gadis', 'isteri', 'manusia', 'dn', 'niat', 'aoa', 'maksud', 'permen', 'aoa', 'ndak', 'terbit', 'mesti', 'pake', 'mesti', 'pake', 'atur', 'sunguh', 'enas', 'knp', 'ndak', 'buang', 'permen', 'dalam', 'tong', 'sampah', 'sanksi', 'laku', 'pria', 'lelaki', 'untk', 'laki', 'laki', 'dn', 'perempuan', 'suam', 'lingkung', 'keras', 'seksual', 'ndak', 'berani', 'dn', 'sikap', 'tindak', 'hukum', 'sanksi', 'norma', 'a susila', 'fasal', 'bab', 'kuhp', 'trmksh']",apasalahnya klw buat a susila sex bebas tahan proses hukum mesti dasar tuju wanita gadis laku ndak senonoh laki laki tuju alesanya bela untk laki laki perempuan murah sikap kayak isi permen nadiem tsb bagai mana niat dalem kalbu hati dukung dn menteri diknasristek anak gadis isteri manusia dn niat aoa maksud permen aoa ndak terbit mesti pake mesti pake atur sunguh enas knp ndak buang permen dalam tong sampah sanksi laku pria lelaki untk laki laki dn perempuan suam lingkung keras seksual ndak berani dn sikap tindak hukum sanksi norma a susila fasal bab kuhp trmksh
205,babe doang pokonamah teas teas teas,negatif,"['babe', 'doang', 'pokonamah', 'teas', 'teas', 'teas']","['babe', 'pokonamah', 'teas', 'teas', 'teas']","['babe', 'pokonamah', 'teas', 'teas', 'teas']",babe pokonamah teas teas teas
206,mana neh haikal hasan arab tukang stempel halal mui partai kekerasan seksual pks yg kesemuanya dungurockygarong ,negatif,"['mana', 'neh', 'haikal', 'hasan', 'arab', 'tukang', 'stempel', 'halal', 'mui', 'partai', 'kekerasan', 'seksual', 'pks', 'yg', 'kesemuanya', 'dungurockygarong']","['neh', 'haikal', 'hasan', 'arab', 'tukang', 'stempel', 'halal', 'mui', 'partai', 'kekerasan', 'seksual', 'pks', 'kesemuanya', 'dungurockygarong']","['neh', 'haikal', 'hasan', 'arab', 'tukang', 'stempel', 'halal', 'mui', 'partai', 'keras', 'seksual', 'pks', 'semua', 'dungurockygarong']",neh haikal hasan arab tukang stempel halal mui partai keras seksual pks semua dungurockygarong
207,lain yg ditanya lain yg dijawab aduh ,negatif,"['lain', 'yg', 'ditanya', 'lain', 'yg', 'dijawab', 'aduh']",['aduh'],['aduh'],aduh
208,jebakan betmen buat ngilangin jejak pcr ,negatif,"['jebakan', 'betmen', 'buat', 'ngilangin', 'jejak', 'pcr']","['jebakan', 'betmen', 'ngilangin', 'jejak', 'pcr']","['jebak', 'betmen', 'ngilangin', 'jejak', 'pcr']",jebak betmen ngilangin jejak pcr
209,haikal kalau urusan selangkangan pasti kenceng kyk junjungannya ,negatif,"['haikal', 'klw', 'urusan', 'selangkangan', 'pasti', 'kenceng', 'kyk', 'junjungannya']","['haikal', 'klw', 'urusan', 'selangkangan', 'kenceng', 'kyk', 'junjungannya']","['haikal', 'klw', 'urus', 'selangkang', 'kenceng', 'kyk', 'junjung']",haikal klw urus selangkang kenceng kyk junjung
210,sudah menjadi watak kalo otak cebong memang susah dan tidak bisa memilah mana yang benar mana salah sudah ngomongnya blepotan meindungi perempuan hanya kedok saja bong bong makanya sekoilah yang benar ,negatif,"['sdh', 'mnjdi', 'watak', 'kalo', 'otak', 'cebong', 'memang', 'susah', 'dn', 'ndak', 'bsa', 'memilah', 'mana', 'yg', 'bnr', 'mana', 'salah', 'sdh', 'ngomongnya', 'blepotan', 'meindungi', 'perempuan', 'cuma', 'kedok', 'saja', 'bong', 'bong', 'makanya', 'sekoilah', 'yg', 'bnr']","['mnjdi', 'watak', 'otak', 'cebong', 'susah', 'dn', 'ndak', 'bsa', 'memilah', 'bnr', 'salah', 'ngomongnya', 'blepotan', 'meindungi', 'perempuan', 'kedok', 'bong', 'bong', 'sekoilah', 'bnr']","['mnjdi', 'watak', 'otak', 'cebong', 'susah', 'dn', 'ndak', 'bsa', 'mem', 'bnr', 'salah', 'ngomongnya', 'blepot', 'meindungi', 'perempuan', 'kedok', 'bong', 'bong', 'sekoi', 'bnr']",mnjdi watak otak cebong susah dn ndak bsa mem bnr salah ngomongnya blepot meindungi perempuan kedok bong bong sekoi bnr
211,padahal udah jelas peraturan ini buat nanggulangin korban pelecehan di kampus udah beda konteks zina ama seks bebas jelas jelas kalu zina udah di atur di kuhp tentang perzinaan,positif,"['pada hal', 'udah', 'jelas', 'peraturan', 'ini', 'buat', 'nanggulangin', 'korban', 'pelecehan', 'di', 'kampus', 'udah', 'beda', 'konteks', 'zinah', 'ama', 'sex', 'bebas', 'jelas', 'jelas', 'kalu', 'zinah', 'udah', 'di', 'atur', 'di', 'kuhp', 'tentang', 'perzinaan']","['pada hal', 'udah', 'peraturan', 'nanggulangin', 'korban', 'pelecehan', 'kampus', 'udah', 'beda', 'konteks', 'zinah', 'ama', 'sex', 'bebas', 'kalu', 'zinah', 'udah', 'atur', 'kuhp', 'perzinaan']","['pada hal', 'udah', 'atur', 'nanggulangin', 'korban', 'leceh', 'kampus', 'udah', 'beda', 'konteks', 'zinah', 'ama', 'sex', 'bebas', 'kalu', 'zinah', 'udah', 'atur', 'kuhp', 'zina']",pada hal udah atur nanggulangin korban leceh kampus udah beda konteks zinah ama sex bebas kalu zinah udah atur kuhp zina
212,veni siregar terlalu pinter sih makanya dia mutar muter gak tau arah kayak orang kebelinger tersesat dihutan terus tanya jalan sama orang utan atau binatang lain yg dijumpainya malah dapat jawabnya sama dari binatang itu apakah jawaban binatang itu kalo ada yg tau komen ya,netral,"['veni', 'siregar', 'terlalu', 'pinter', 'sih', 'makanya', 'dia', 'mutar', 'muter', 'gak', 'tau', 'arah', 'kayak', 'org', 'kebelinger', 'tersesat', 'dihutan', 'terus', 'tanya', 'jalan', 'sama', 'org', 'utan', 'atau', 'binatang', 'lain', 'yg', 'dijumpainya', 'mlh', 'dpt', 'jawabnya', 'sama', 'dari', 'binatang', 'itu', 'apakah', 'jawaban', 'binatang', 'itu', 'kalo', 'ada', 'yg', 'tau', 'komen', 'ya']","['veni', 'siregar', 'pinter', 'mutar', 'muter', 'gak', 'arah', 'kayak', 'org', 'kebelinger', 'tersesat', 'dihutan', 'jalan', 'org', 'utan', 'binatang', 'dijumpainya', 'mlh', 'dpt', 'binatang', 'binatang', 'komen']","['veni', 'siregar', 'pinter', 'mutar', 'muter', 'gak', 'arah', 'kayak', 'org', 'kebelinger', 'sesat', 'hut', 'jalan', 'org', 'utan', 'binatang', 'jumpa', 'mlh', 'dpt', 'binatang', 'binatang', 'komen']",veni siregar pinter mutar muter gak arah kayak org kebelinger sesat hut jalan org utan binatang jumpa mlh dpt binatang binatang komen
213,muak melihat salah satu nara sumber nya haikal hasan ogah nonton ,negatif,"['muak', 'melihat', 'salah', 'satu', 'nara', 'sumber', 'nya', 'haikal', 'hasan', 'ogah', 'nonton']","['muak', 'salah', 'nara', 'sumber', 'haikal', 'hasan', 'ogah', 'nonton']","['muak', 'salah', 'nara', 'sumber', 'haikal', 'hasan', 'ogah', 'nonton']",muak salah nara sumber haikal hasan ogah nonton
214,jadi pengen ketawa sekelas menteri pemahamannya pada dangkal ini tandanya indonesia lagi dijajah oleh negara yg baru dibentuk pada tahun  sekarang baru berjalan  tahun sampai sekarang negara itu bernaman negara ruwetnesia ,negatif,"['jadi', 'pengen', 'ketawa', 'sekelas', 'mentri', 'pemahamannya', 'pada', 'dangkal', 'ini', 'tandanya', 'indonesia', 'gy', 'dijajah', 'oleh', 'negara', 'yg', 'baru', 'dibentuk', 'pada', 'tahun', 'sekarang', 'baru', 'berjalan', 'tahun', 'sampek', 'sekarang', 'negara', 'itu', 'bernaman', 'negara', 'ruwetnesia']","['pengen', 'ketawa', 'sekelas', 'mentri', 'pemahamannya', 'dangkal', 'tandanya', 'indonesia', 'dijajah', 'negara', 'dibentuk', 'berjalan', 'sampek', 'negara', 'bernaman', 'negara', 'ruwetnesia']","['ken', 'ketawa', 'kelas', 'tri', 'paham', 'dangkal', 'tanda', 'indonesia', 'jajah', 'negara', 'bentuk', 'jalan', 'sampek', 'negara', 'bernaman', 'negara', 'ruwetnesia']",ken ketawa kelas tri paham dangkal tanda indonesia jajah negara bentuk jalan sampek negara bernaman negara ruwetnesia
215,kayaknya bak veni dipikirnya cuma adanya nasi padang dicampur coklat strobery rasanya gimana ya itu jadi gak kebayang rasanya ancuran,negatif,"['kayaknya', 'bak', 'veni', 'dipikirnya', 'cuma', 'adanya', 'nasi', 'padang', 'dicampur', 'coklat', 'strobery', 'rasanya', 'gimana', 'ya', 'itu', 'jadi', 'gak', 'kebayang', 'rasanya', 'ancuran']","['kayaknya', 'bak', 'veni', 'dipikirnya', 'nasi', 'padang', 'dicampur', 'coklat', 'strobery', 'gimana', 'gak', 'kebayang', 'ancuran']","['kayak', 'bak', 'veni', 'pikir', 'nasi', 'padang', 'campur', 'coklat', 'strobery', 'gimana', 'gak', 'bayang', 'ancuran']",kayak bak veni pikir nasi padang campur coklat strobery gimana gak bayang ancuran
216,dengan dalih melindungi kekerasan sexsual tapi pasal  dg persetujuan korban tidak bisa dipidana logika orang idiot ini mah pasti sekolahnya lulusan slb ya,negatif,"['dgn', 'dalih', 'melindungi', 'kekerasan', 'sexsual', 'tapi', 'pasal', 'dg', 'persetujuan', 'korban', 'ndak', 'bsa', 'dipidana', 'logika', 'org', 'idiot', 'ini', 'mah', 'pasti', 'sekolahnya', 'lulusan', 'slb', 'ya']","['dalih', 'melindungi', 'kekerasan', 'sexsual', 'pasal', 'persetujuan', 'korban', 'ndak', 'bsa', 'dipidana', 'logika', 'org', 'idiot', 'mah', 'sekolahnya', 'lulusan', 'slb']","['dalih', 'lindung', 'keras', 'sexsual', 'pasal', 'tuju', 'korban', 'ndak', 'bsa', 'pidana', 'logika', 'org', 'idiot', 'mah', 'sekolah', 'lulus', 'slb']",dalih lindung keras sexsual pasal tuju korban ndak bsa pidana logika org idiot mah sekolah lulus slb
217,yg pny otoritas dlm hal melegalkan ini brti otaknya cabul kemakan omongan sndri selama ini teriak cabul ,negatif,"['yg', 'pny', 'otoritas', 'dlm', 'hal', 'melegalkan', 'ini', 'brti', 'otaknya', 'cabul', 'kemakan', 'omongan', 'sndri', 'selama', 'ini', 'teriak', 'cabul']","['pny', 'otoritas', 'dlm', 'melegalkan', 'brti', 'otaknya', 'cabul', 'kemakan', 'omongan', 'sndri', 'teriak', 'cabul']","['pny', 'otoritas', 'dlm', 'legal', 'brti', 'otak', 'cabul', 'makan', 'omong', 'sndri', 'teriak', 'cabul']",pny otoritas dlm legal brti otak cabul makan omong sndri teriak cabul
218,nmnya aja siregar krinten vz islam konsep kristen dn islam ,negatif,"['nmnya', 'aja', 'siregar', 'krinten', 'vz', 'islam', 'konsep', 'kristen', 'dn', 'islam']","['nmnya', 'siregar', 'krinten', 'vz', 'islam', 'konsep', 'kristen', 'dn', 'islam']","['nmnya', 'siregar', 'krinten', 'vz', 'islam', 'konsep', 'kristen', 'dn', 'islam']",nmnya siregar krinten vz islam konsep kristen dn islam
219,ya allah hancurkan lah langsung orang yg membela kemaksiatan,negatif,"['ya', 'allah', 'hancurkan', 'lah', 'langsung', 'org', 'yg', 'membela', 'kemaksiatan']","['allah', 'hancurkan', 'langsung', 'org', 'membela', 'kemaksiatan']","['allah', 'hancur', 'langsung', 'org', 'bela', 'maksiat']",allah hancur langsung org bela maksiat
220,setuju karena mendapatkan intimidasi gimana ,netral,"['setuju', 'krn', 'mendapatkan', 'intimidasi', 'gimana']","['setuju', 'intimidasi', 'gimana']","['tuju', 'intimidasi', 'gimana']",tuju intimidasi gimana
221,sampean aja mbk sini digilir,negatif,"['sampean', 'aja', 'mbk', 'sini', 'digilir']","['sampean', 'mbk', 'digilir']","['sampean', 'mbk', 'gilir']",sampean mbk gilir
222,ada mahasiswa demi mendapatkan nilai rela menjual kehormatanx inilah juga yg harus di cegah makax permen itu harus di revisi,netral,"['ada', 'mahasiswa', 'demi', 'mendapatkan', 'nilai', 'rela', 'menjual', 'kehormatanx', 'inilah', 'jga', 'yg', 'hrs', 'di', 'cegah', 'makax', 'permen', 'itu', 'hrs', 'di', 'revisi']","['mahasiswa', 'nilai', 'rela', 'menjual', 'kehormatanx', 'jga', 'hrs', 'cegah', 'makax', 'permen', 'hrs', 'revisi']","['mahasiswa', 'nilai', 'rela', 'jual', 'kehormatanx', 'jga', 'hrs', 'cegah', 'makax', 'permen', 'hrs', 'revisi']",mahasiswa nilai rela jual kehormatanx jga hrs cegah makax permen hrs revisi
223,gimana ini jadi pusing bung,netral,"['gimana', 'ini', 'jadi', 'lieur', 'bung']",['gimana'],['gimana'],gimana
224,peraturan kacau,negatif,"['peraturan', 'kacau']","['peraturan', 'kacau']","['atur', 'kacau']",atur kacau
225,konteks persetujuan nya aja tinggal di rubah,netral,"['konteks', 'persetujuan', 'nya', 'aja', 'tinggal', 'di', 'rubah']","['konteks', 'persetujuan', 'tinggal', 'rubah']","['konteks', 'tuju', 'tinggal', 'rubah']",konteks tuju tinggal rubah
226,itu wanita  yg gak berjilbab kok ngotot banget dia belajar bahasa indonesia dimana bener babeh haikal tu permen  harus direvisi ,netral,"['itu', 'wanita', 'yg', 'gak', 'berjilbab', 'kok', 'ngotot', 'bgt', 'dia', 'belajar', 'bahasa', 'indonesia', 'dimana', 'bener', 'babeh', 'haikal', 'tu', 'permen', 'hrs', 'direvisi']","['wanita', 'gak', 'berjilbab', 'ngotot', 'bgt', 'belajar', 'bahasa', 'indonesia', 'dimana', 'bener', 'babeh', 'haikal', 'permen', 'hrs', 'direvisi']","['wanita', 'gak', 'jilbab', 'ngotot', 'bgt', 'ajar', 'bahasa', 'indonesia', 'mana', 'bener', 'babeh', 'haikal', 'permen', 'hrs', 'revisi']",wanita gak jilbab ngotot bgt ajar bahasa indonesia mana bener babeh haikal permen hrs revisi
227,veni ini pura buta tuli apa bener buta tuli lu cek deh berapa persen mahasiswi siswi di seluruh indonesia terutama dikota besar yg kemaluannya masih tersegel hukum tdk bisa menjamah perasaan seseorang dia memang benar ikhlas dijamah laki ato karna terpaksa hukum hanya bisa menjamah dhohirnya saja apa yg terlihat jadi ga usah ngeyel jika didalam permen tsb tdk dilarang ya berarti tdk dilarang gausah ngeles kesana kemari ,negatif,"['veni', 'ini', 'pura', 'buta', 'tuli', 'aoa', 'bener', 'buta', 'tuli', 'lu', 'cek', 'deh', 'berapa', 'prosen', 'mahasiswi', 'siswi', 'di', 'seluruh', 'indonesia', 'terutama', 'dikota', 'besar', 'yg', 'kemaluannya', 'masih', 'tersegel', 'hukum', 'tdk', 'bsa', 'menjamah', 'perasaan', 'seseorang', 'dia', 'memang', 'bnr', 'ihlas', 'dijamah', 'laki', 'ato', 'karna', 'terpaksa', 'hukum', 'cuma', 'bsa', 'menjamah', 'dhohirnya', 'saja', 'aoa', 'yg', 'terlihat', 'jadi', 'ga', 'usah', 'ngeyel', 'jika', 'didalam', 'permen', 'tsb', 'tdk', 'dilarang', 'ya', 'berarti', 'tdk', 'dilarang', 'gausah', 'ngeles', 'kesana', 'kemari']","['veni', 'pura', 'buta', 'tuli', 'aoa', 'bener', 'buta', 'tuli', 'lu', 'cek', 'deh', 'prosen', 'mahasiswi', 'siswi', 'indonesia', 'dikota', 'kemaluannya', 'tersegel', 'hukum', 'tdk', 'bsa', 'menjamah', 'perasaan', 'bnr', 'ihlas', 'dijamah', 'laki', 'ato', 'karna', 'terpaksa', 'hukum', 'bsa', 'menjamah', 'dhohirnya', 'aoa', 'ga', 'ngeyel', 'didalam', 'permen', 'tsb', 'tdk', 'dilarang', 'tdk', 'dilarang', 'gausah', 'ngeles', 'kesana', 'kemari']","['veni', 'pura', 'buta', 'tuli', 'aoa', 'bener', 'buta', 'tuli', 'lu', 'cek', 'deh', 'prosen', 'mahasiswi', 'siswi', 'indonesia', 'kota', 'malu', 'segel', 'hukum', 'tdk', 'bsa', 'jamah', 'asa', 'bnr', 'ihlas', 'jamah', 'laki', 'ato', 'karna', 'paksa', 'hukum', 'bsa', 'jamah', 'dhohirnya', 'aoa', 'ga', 'ngeyel', 'dalam', 'permen', 'tsb', 'tdk', 'larang', 'tdk', 'larang', 'gausah', 'ngeles', 'kesana', 'kemari']",veni pura buta tuli aoa bener buta tuli lu cek deh prosen mahasiswi siswi indonesia kota malu segel hukum tdk bsa jamah asa bnr ihlas jamah laki ato karna paksa hukum bsa jamah dhohirnya aoa ga ngeyel dalam permen tsb tdk larang tdk larang gausah ngeles kesana kemari
228,yg mendukung peraturan ini pasti dia anak cucu pki ygai menghancurkan moral bangsa ini,negatif,"['yg', 'mendukung', 'peraturan', 'ini', 'pasti', 'dia', 'anak', 'cucu', 'pki', 'ygai', 'menghancurkan', 'moril', 'bangsa', 'ini']","['mendukung', 'peraturan', 'anak', 'cucu', 'pki', 'ygai', 'menghancurkan', 'moril', 'bangsa']","['dukung', 'atur', 'anak', 'cucu', 'pki', 'ygai', 'hancur', 'moril', 'bangsa']",dukung atur anak cucu pki ygai hancur moril bangsa
229,coba di fikirkan bagaimana perasaan anda yg membuat peraturan ini apa bila istri atau anak anda di perlakukan pelecehan sexual coba sebelum anda membuat peraturan tsb koreksi diri sendiri ,negatif,"['coba', 'di', 'fikirkan', 'bagai mana', 'perasaan', 'anda', 'yg', 'membuat', 'peraturan', 'ini', 'aoa', 'bila', 'isteri', 'atau', 'anak', 'anda', 'di', 'perlakukan', 'pelecehan', 'sexual', 'coba', 'sebelum', 'anda', 'membuat', 'peraturan', 'tsb', 'koreksi', 'diri', 'sendiri']","['coba', 'fikirkan', 'bagai mana', 'perasaan', 'peraturan', 'aoa', 'isteri', 'anak', 'perlakukan', 'pelecehan', 'sexual', 'coba', 'peraturan', 'tsb', 'koreksi']","['coba', 'fikirkan', 'bagai mana', 'asa', 'atur', 'aoa', 'isteri', 'anak', 'laku', 'leceh', 'sexual', 'coba', 'atur', 'tsb', 'koreksi']",coba fikirkan bagai mana asa atur aoa isteri anak laku leceh sexual coba atur tsb koreksi
230,bila nadim beradap akan merevisi,negatif,"['bila', 'nadim', 'beradap', 'akan', 'merevisi']","['nadim', 'beradap', 'merevisi']","['nadim', 'adap', 'revisi']",nadim adap revisi
231,ada untung besar di lobang hidung dan lobang pantat lumayan buat bayar hutang ,negatif,"['ada', 'untung', 'besar', 'di', 'lobang', 'hidung', 'dn', 'lobang', 'pantat', 'lumayan', 'buat', 'bayar', 'hutang']","['untung', 'lobang', 'hidung', 'dn', 'lobang', 'pantat', 'lumayan', 'bayar', 'hutang']","['untung', 'lobang', 'hidung', 'dn', 'lobang', 'pantat', 'lumayan', 'bayar', 'hutang']",untung lobang hidung dn lobang pantat lumayan bayar hutang
232,kita gawat daruat dikampus karenahukum tidak jalan kalau nadim makarim tidak mampu silakan mundur berikan kepada orang yang dianggap mampu sekali lagi kita ingatkan kampus adalah untuk memanusiakan manusia bukan untuk beternak pelacur ,negatif,"['kita', 'gawat', 'daruat', 'dikampus', 'karenahukum', 'ndak', 'jalan', 'klw', 'nadim', 'makarim', 'ndak', 'mampu', 'silahkan', 'mundur', 'berikan', 'ke pada', 'org', 'yg', 'dianggap', 'mampu', 'sekali', 'gy', 'kita', 'ingatkan', 'kampus', 'adalah', 'untk', 'memanusiakan', 'manusia', 'bukan', 'untk', 'beternak', 'pelacur']","['gawat', 'daruat', 'dikampus', 'karenahukum', 'ndak', 'jalan', 'klw', 'nadim', 'makarim', 'ndak', 'silahkan', 'mundur', 'ke pada', 'org', 'dianggap', 'ingatkan', 'kampus', 'untk', 'memanusiakan', 'manusia', 'untk', 'beternak', 'pelacur']","['gawat', 'daruat', 'kampus', 'karenahukum', 'ndak', 'jalan', 'klw', 'nadim', 'makarim', 'ndak', 'silah', 'mundur', 'ke pada', 'org', 'anggap', 'ingat', 'kampus', 'untk', 'manusia', 'manusia', 'untk', 'ternak', 'lacur']",gawat daruat kampus karenahukum ndak jalan klw nadim makarim ndak silah mundur ke pada org anggap ingat kampus untk manusia manusia untk ternak lacur
233,hukum mati slesai lama amat,negatif,"['hukum', 'mati', 'slesai', 'lama', 'amat']","['hukum', 'mati', 'slesai']","['hukum', 'mati', 'slesai']",hukum mati slesai
234,udh lah ganti aja menterinya sekolah pendidikan makin amburadul jaman skrg ,negatif,"['udh', 'lah', 'ganti', 'aja', 'menterinya', 'sekolah', 'pendidikan', 'makin', 'amburadul', 'jaman', 'skrg']","['udh', 'ganti', 'menterinya', 'sekolah', 'pendidikan', 'amburadul', 'jaman', 'skrg']","['udh', 'ganti', 'menteri', 'sekolah', 'didik', 'amburadul', 'jaman', 'skrg']",udh ganti menteri sekolah didik amburadul jaman skrg
235,permendikbudristekdikti  jelas ada pasal yang membolehkan zina maka harus direvisi pasal tersebut karena bertentangan dengan pancasila sila  yaitu ketuhanan yang maha esa tujuan baik jangan melawan syari at ,negatif,"['permendikbudristekdikti', 'jelas', 'ada', 'pasal', 'yg', 'membolehkan', 'zinah', 'maka', 'hrs', 'direvisi', 'pasal', 'tsb', 'krn', 'bertentangan', 'dgn', 'panca sila', 'sila', 'yaitu', 'ketuhanan', 'yg', 'maha', 'esa', 'tujuan', 'bae', 'jngan', 'melawan', 'syari', 'at']","['permendikbudristekdikti', 'pasal', 'membolehkan', 'zinah', 'hrs', 'direvisi', 'pasal', 'tsb', 'bertentangan', 'panca sila', 'sila', 'ketuhanan', 'maha', 'esa', 'tujuan', 'bae', 'jngan', 'melawan', 'syari', 'at']","['permendikbudristekdikti', 'pasal', 'boleh', 'zinah', 'hrs', 'revisi', 'pasal', 'tsb', 'tentang', 'panca sila', 'sila', 'tuhan', 'maha', 'esa', 'tuju', 'bae', 'jngan', 'lawan', 'syar', 'at']",permendikbudristekdikti pasal boleh zinah hrs revisi pasal tsb tentang panca sila sila tuhan maha esa tuju bae jngan lawan syar at
