,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
197,keras seksual definisi tuju korban logika nolak lawan keras seksual definisi keras seksual,positif,"['kekerasan', 'seksual', 'kan', 'memang', 'definisinya', 'memang', 'persetujuan', 'korban', 'sih', 'logika', 'nolak', 'melawan', 'kekerasan', 'seksual', 'didefinisikan', 'kekerasan', 'seksual']","['kekerasan', 'seksual', 'definisinya', 'persetujuan', 'korban', 'logika', 'nolak', 'melawan', 'kekerasan', 'seksual', 'didefinisikan', 'kekerasan', 'seksual']","['keras', 'seksual', 'definisi', 'tuju', 'korban', 'logika', 'nolak', 'lawan', 'keras', 'seksual', 'definisi', 'keras', 'seksual']",keras seksual definisi tuju korban logika nolak lawan keras seksual definisi keras seksual
198,dekat zinah atur pasal dl sat demokrasi tdak layak isi penting tingi maslahat masyarakat jadi tameng oknum keras seksual mengunakan media skrang bicara bicara sembarang,positif,"['mendekati', 'zinah', 'aturan', 'pasal', 'dl', 'sat', 'demokrasi', 'tdak', 'layak', 'gunakan', 'isi', 'nya', 'kepentingan', 'petingi', 'kemaslahatan', 'masyarakatnya', 'jadikan', 'tameng', 'oknum', 'melakukan', 'kekerasan', 'seksual', 'mengunakan', 'media', 'skrang', 'bicara', 'berbicara', 'sembarangan']","['mendekati', 'zinah', 'aturan', 'pasal', 'dl', 'sat', 'demokrasi', 'tdak', 'layak', 'isi', 'kepentingan', 'petingi', 'kemaslahatan', 'masyarakatnya', 'jadikan', 'tameng', 'oknum', 'kekerasan', 'seksual', 'mengunakan', 'media', 'skrang', 'bicara', 'berbicara', 'sembarangan']","['dekat', 'zinah', 'atur', 'pasal', 'dl', 'sat', 'demokrasi', 'tdak', 'layak', 'isi', 'penting', 'tingi', 'maslahat', 'masyarakat', 'jadi', 'tameng', 'oknum', 'keras', 'seksual', 'mengunakan', 'media', 'skrang', 'bicara', 'bicara', 'sembarang']",dekat zinah atur pasal dl sat demokrasi tdak layak isi penting tingi maslahat masyarakat jadi tameng oknum keras seksual mengunakan media skrang bicara bicara sembarang
199,law is art rinci gampang belok,positif,"['law', 'is', 'an', 'art', 'rinci', 'gampang', 'dibelokan']","['law', 'is', 'art', 'rinci', 'gampang', 'dibelokan']","['law', 'is', 'art', 'rinci', 'gampang', 'belok']",law is art rinci gampang belok
200,tetap keras seksualitas,negatif,"['tetapkan', 'kekerasan', 'seksualitas']","['tetapkan', 'kekerasan', 'seksualitas']","['tetap', 'keras', 'seksualitas']",tetap keras seksualitas
201,cocok terap dikemendikbud dpr,positif,"['cocok', 'diterapkan', 'dikemendikbud', 'dpr']","['cocok', 'diterapkan', 'dikemendikbud', 'dpr']","['cocok', 'terap', 'dikemendikbud', 'dpr']",cocok terap dikemendikbud dpr
202,pakai anak sekolah mahasiswa rok lutut ganti tri bubar,positif,"['pakaian', 'anak', 'sekolah', 'mahasiswa', 'rok', 'nya', 'lutut', 'ganti', 'mentri', 'nya', 'mungkin', 'membubarkan']","['pakaian', 'anak', 'sekolah', 'mahasiswa', 'rok', 'lutut', 'ganti', 'mentri', 'membubarkan']","['pakai', 'anak', 'sekolah', 'mahasiswa', 'rok', 'lutut', 'ganti', 'tri', 'bubar']",pakai anak sekolah mahasiswa rok lutut ganti tri bubar
203,korban ragu lapor usul lindung hukum korban polemik pdhal tingal revisi maf diusulkn partai gmn kbrnya,positif,"['korban', 'ragu', 'melapor', 'usulan', 'perlindungan', 'hukum', 'korban', 'polemik', 'pdhal', 'tingal', 'direvisi', 'maf', 'diusulkn', 'partai', 'gmn', 'kbrnya']","['korban', 'ragu', 'melapor', 'usulan', 'perlindungan', 'hukum', 'korban', 'polemik', 'pdhal', 'tingal', 'direvisi', 'maf', 'diusulkn', 'partai', 'gmn', 'kbrnya']","['korban', 'ragu', 'lapor', 'usul', 'lindung', 'hukum', 'korban', 'polemik', 'pdhal', 'tingal', 'revisi', 'maf', 'diusulkn', 'partai', 'gmn', 'kbrnya']",korban ragu lapor usul lindung hukum korban polemik pdhal tingal revisi maf diusulkn partai gmn kbrnya
204,presenter suka motong cakap nara sadar,positif,"['presenter', 'suka', 'motong', 'percakapan', 'nara', 'sadar']","['presenter', 'suka', 'motong', 'percakapan', 'nara', 'sadar']","['presenter', 'suka', 'motong', 'cakap', 'nara', 'sadar']",presenter suka motong cakap nara sadar
205,ormas islam dukung permedikbudristek keras seksual tolak pasal ayat tuju korban permendikbud nadiem hilang tuju korban,negatif,"['ormas', 'islam', 'mendukung', 'permedikbudristek', 'kekerasan', 'seksual', 'menolak', 'pasal', 'ayat', 'persetujuan', 'korban', 'permendikbud', 'nadiem', 'menghilangkan', 'persetujuan', 'korban']","['ormas', 'islam', 'mendukung', 'permedikbudristek', 'kekerasan', 'seksual', 'menolak', 'pasal', 'ayat', 'persetujuan', 'korban', 'permendikbud', 'nadiem', 'menghilangkan', 'persetujuan', 'korban']","['ormas', 'islam', 'dukung', 'permedikbudristek', 'keras', 'seksual', 'tolak', 'pasal', 'ayat', 'tuju', 'korban', 'permendikbud', 'nadiem', 'hilang', 'tuju', 'korban']",ormas islam dukung permedikbudristek keras seksual tolak pasal ayat tuju korban permendikbud nadiem hilang tuju korban
206,negara kacau jabat nyeleneh coba urus subtantif,negatif,"['negara', 'kacau', 'pejabatnya', 'nyeleneh', 'coba', 'urus', 'subtantif']","['negara', 'kacau', 'pejabatnya', 'nyeleneh', 'coba', 'urus', 'subtantif']","['negara', 'kacau', 'jabat', 'nyeleneh', 'coba', 'urus', 'subtantif']",negara kacau jabat nyeleneh coba urus subtantif
207,tri nadiem pecat,negatif,"['mentri', 'nadiem', 'dipecat']","['mentri', 'nadiem', 'dipecat']","['tri', 'nadiem', 'pecat']",tri nadiem pecat
208,ranah mendikbud iya keras seksual iya ranah menteri perempuan anak,negatif,"['ranah', 'mendikbud', 'iya', 'kekerasan', 'seksual', 'iya', 'ranah', 'kementerian', 'perempuan', 'anak']","['ranah', 'mendikbud', 'iya', 'kekerasan', 'seksual', 'iya', 'ranah', 'kementerian', 'perempuan', 'anak']","['ranah', 'mendikbud', 'iya', 'keras', 'seksual', 'iya', 'ranah', 'menteri', 'perempuan', 'anak']",ranah mendikbud iya keras seksual iya ranah menteri perempuan anak
209,permendikbud bnr revisi laksana,netral,"['permendikbud', 'bnr', 'revisi', 'laksanakan']","['permendikbud', 'bnr', 'revisi', 'laksanakan']","['permendikbud', 'bnr', 'revisi', 'laksana']",permendikbud bnr revisi laksana
210,bicara idiologi sbg muslim fakta terima bicara pojok islam islam islam kotak amal anjur sedekah kbetulan mreka sesat adl saudara muslim mjd isue ksalahan mreka iya ksalahan pnegak hukum adl brsama dhadapi brsama mnertibkan muslim pemahamanya sesat dr sedikit mbahas syurga sbg imbal neraka sbg hukum lbh bahas adl mngenali tuhan konsekuensi mnganut agama brarti mngabdi tuhan mpertahankan imej mngejar syurga,positif,"['berbicara', 'idiologi', 'sbg', 'muslim', 'fakta', 'diterima', 'bicara', 'memojokan', 'islam', 'islam', 'islam', 'kotak', 'amal', 'menganjurkan', 'bersedekah', 'kbetulan', 'mreka', 'sesat', 'adl', 'saudara', 'muslim', 'mjd', 'isue', 'ksalahan', 'mreka', 'iya', 'ksalahan', 'pnegak', 'hukum', 'adl', 'brsama', 'dhadapi', 'brsama', 'caranya', 'mnertibkan', 'muslim', 'pemahamanya', 'sesat', 'mulailah', 'dr', 'menyedikitkan', 'mbahas', 'syurga', 'sbg', 'imbalan', 'neraka', 'sbg', 'hukuman', 'lbh', 'dibahas', 'adl', 'mngenali', 'tuhan', 'konsekuensinya', 'mnganut', 'agama', 'brarti', 'mngabdi', 'tuhan', 'mpertahankan', 'imej', 'mngejar', 'syurga']","['berbicara', 'idiologi', 'sbg', 'muslim', 'fakta', 'diterima', 'bicara', 'memojokan', 'islam', 'islam', 'islam', 'kotak', 'amal', 'menganjurkan', 'bersedekah', 'kbetulan', 'mreka', 'sesat', 'adl', 'saudara', 'muslim', 'mjd', 'isue', 'ksalahan', 'mreka', 'iya', 'ksalahan', 'pnegak', 'hukum', 'adl', 'brsama', 'dhadapi', 'brsama', 'mnertibkan', 'muslim', 'pemahamanya', 'sesat', 'dr', 'menyedikitkan', 'mbahas', 'syurga', 'sbg', 'imbalan', 'neraka', 'sbg', 'hukuman', 'lbh', 'dibahas', 'adl', 'mngenali', 'tuhan', 'konsekuensinya', 'mnganut', 'agama', 'brarti', 'mngabdi', 'tuhan', 'mpertahankan', 'imej', 'mngejar', 'syurga']","['bicara', 'idiologi', 'sbg', 'muslim', 'fakta', 'terima', 'bicara', 'pojok', 'islam', 'islam', 'islam', 'kotak', 'amal', 'anjur', 'sedekah', 'kbetulan', 'mreka', 'sesat', 'adl', 'saudara', 'muslim', 'mjd', 'isue', 'ksalahan', 'mreka', 'iya', 'ksalahan', 'pnegak', 'hukum', 'adl', 'brsama', 'dhadapi', 'brsama', 'mnertibkan', 'muslim', 'pemahamanya', 'sesat', 'dr', 'sedikit', 'mbahas', 'syurga', 'sbg', 'imbal', 'neraka', 'sbg', 'hukum', 'lbh', 'bahas', 'adl', 'mngenali', 'tuhan', 'konsekuensi', 'mnganut', 'agama', 'brarti', 'mngabdi', 'tuhan', 'mpertahankan', 'imej', 'mngejar', 'syurga']",bicara idiologi sbg muslim fakta terima bicara pojok islam islam islam kotak amal anjur sedekah kbetulan mreka sesat adl saudara muslim mjd isue ksalahan mreka iya ksalahan pnegak hukum adl brsama dhadapi brsama mnertibkan muslim pemahamanya sesat dr sedikit mbahas syurga sbg imbal neraka sbg hukum lbh bahas adl mngenali tuhan konsekuensi mnganut agama brarti mngabdi tuhan mpertahankan imej mngejar syurga
211,aduh atur keras sexual atur penzinahan ini beda tuju korban tuju keras sexual,positif,"['aduh', 'peraturan', 'kekerasan', 'sexual', 'peraturan', 'penzinahan', 'inikan', 'berbeda', 'persetujuan', 'korban', 'persetujuan', 'yah', 'kekerasan', 'sexual']","['aduh', 'peraturan', 'kekerasan', 'sexual', 'peraturan', 'penzinahan', 'inikan', 'berbeda', 'persetujuan', 'korban', 'persetujuan', 'kekerasan', 'sexual']","['aduh', 'atur', 'keras', 'sexual', 'atur', 'penzinahan', 'ini', 'beda', 'tuju', 'korban', 'tuju', 'keras', 'sexual']",aduh atur keras sexual atur penzinahan ini beda tuju korban tuju keras sexual
212,kalimatx difahami tuju korban undang bahasa indonesia bnr kayakx namax korban iya tuju unsur tuju namax oknum korban namax kalimat seharusx revisi hilang kalimat debat kalimat tuju tuju korban bnr,negatif,"['kalimatx', 'difahami', 'persetujuan', 'korban', 'bikin', 'undang', 'bahasa', 'indonesia', 'bnr', 'kayakx', 'namax', 'korban', 'iya', 'setuju', 'unsur', 'persetujuan', 'namax', 'oknum', 'korban', 'namax', 'kalimat', 'nya', 'seharusx', 'direvisi', 'ditambahkan', 'dihilangkan', 'kalimat', 'perdebatan', 'kalimat', 'persetujuan', 'persetujuan', 'korban', 'bnr']","['kalimatx', 'difahami', 'persetujuan', 'korban', 'undang', 'bahasa', 'indonesia', 'bnr', 'kayakx', 'namax', 'korban', 'iya', 'setuju', 'unsur', 'persetujuan', 'namax', 'oknum', 'korban', 'namax', 'kalimat', 'seharusx', 'direvisi', 'dihilangkan', 'kalimat', 'perdebatan', 'kalimat', 'persetujuan', 'persetujuan', 'korban', 'bnr']","['kalimatx', 'difahami', 'tuju', 'korban', 'undang', 'bahasa', 'indonesia', 'bnr', 'kayakx', 'namax', 'korban', 'iya', 'tuju', 'unsur', 'tuju', 'namax', 'oknum', 'korban', 'namax', 'kalimat', 'seharusx', 'revisi', 'hilang', 'kalimat', 'debat', 'kalimat', 'tuju', 'tuju', 'korban', 'bnr']",kalimatx difahami tuju korban undang bahasa indonesia bnr kayakx namax korban iya tuju unsur tuju namax oknum korban namax kalimat seharusx revisi hilang kalimat debat kalimat tuju tuju korban bnr
213,degradasi moril,netral,"['degradasi', 'moril']","['degradasi', 'moril']","['degradasi', 'moril']",degradasi moril
214,zinah haram tuju lawan,positif,"['zinah', 'haram', 'setuju', 'lawan']","['zinah', 'haram', 'setuju', 'lawan']","['zinah', 'haram', 'tuju', 'lawan']",zinah haram tuju lawan
215,anehny negeri,netral,"['anehny', 'negeriku']","['anehny', 'negeriku']","['anehny', 'negeri']",anehny negeri
216,coba deh tuju permen pasal korban ancam tindak keras seksual tsbt dasar suka suka trus laku ngak kena permen kampus kena pasal tindak a susila trus kena sypa korban laku,negatif,"['coba', 'deh', 'setuju', 'permen', 'pasal', 'si', 'korban', 'ancam', 'bilang', 'tindakan', 'kekerasan', 'seksual', 'tsbt', 'dasar', 'suka', 'suka', 'trus', 'pelaku', 'ngak', 'kenai', 'permen', 'kampus', 'kenanya', 'pasal', 'tindak', 'a susila', 'trus', 'kena', 'sypa', 'korban', 'pelaku']","['coba', 'deh', 'setuju', 'permen', 'pasal', 'korban', 'ancam', 'tindakan', 'kekerasan', 'seksual', 'tsbt', 'dasar', 'suka', 'suka', 'trus', 'pelaku', 'ngak', 'kenai', 'permen', 'kampus', 'kenanya', 'pasal', 'tindak', 'a susila', 'trus', 'kena', 'sypa', 'korban', 'pelaku']","['coba', 'deh', 'tuju', 'permen', 'pasal', 'korban', 'ancam', 'tindak', 'keras', 'seksual', 'tsbt', 'dasar', 'suka', 'suka', 'trus', 'laku', 'ngak', 'kena', 'permen', 'kampus', 'kena', 'pasal', 'tindak', 'a susila', 'trus', 'kena', 'sypa', 'korban', 'laku']",coba deh tuju permen pasal korban ancam tindak keras seksual tsbt dasar suka suka trus laku ngak kena permen kampus kena pasal tindak a susila trus kena sypa korban laku
217,definisi buat dlm keras seksual definisi iya tuju korban logika wajar kalimat cantum,positif,"['kan', 'didefinisikan', 'perbuatan', 'dlm', 'kekerasan', 'seksual', 'definisinya', 'iya', 'memang', 'persetujuan', 'korban', 'logika', 'wajar', 'kalimat', 'dicantumkan']","['didefinisikan', 'perbuatan', 'dlm', 'kekerasan', 'seksual', 'definisinya', 'iya', 'persetujuan', 'korban', 'logika', 'wajar', 'kalimat', 'dicantumkan']","['definisi', 'buat', 'dlm', 'keras', 'seksual', 'definisi', 'iya', 'tuju', 'korban', 'logika', 'wajar', 'kalimat', 'cantum']",definisi buat dlm keras seksual definisi iya tuju korban logika wajar kalimat cantum
218,dmitri senang mesum marah permendikbud colek raba raba sangsi buka baju melangar moril kuhp,positif,"['dmitri', 'senang', 'mesum', 'marah', 'permendikbud', 'mencolek', 'meraba', 'raba', 'sangsinya', 'buka', 'baju', 'melangar', 'moril', 'kuhp']","['dmitri', 'senang', 'mesum', 'marah', 'permendikbud', 'mencolek', 'meraba', 'raba', 'sangsinya', 'buka', 'baju', 'melangar', 'moril', 'kuhp']","['dmitri', 'senang', 'mesum', 'marah', 'permendikbud', 'colek', 'raba', 'raba', 'sangsi', 'buka', 'baju', 'melangar', 'moril', 'kuhp']",dmitri senang mesum marah permendikbud colek raba raba sangsi buka baju melangar moril kuhp
219,muhamad thohir oke permendikbud bentrok pornografi lai,negatif,"['muhamad', 'thohir', 'oke', 'disini', 'permendikbud', 'bentrok', 'pornografi', 'lainya']","['muhamad', 'thohir', 'oke', 'permendikbud', 'bentrok', 'pornografi', 'lainya']","['muhamad', 'thohir', 'oke', 'permendikbud', 'bentrok', 'pornografi', 'lai']",muhamad thohir oke permendikbud bentrok pornografi lai
220,suka suka seks bebas patuh permendikbud membolehkanya,positif,"['suka', 'suka', 'kan', 'berseks', 'bebas', 'mematuhi', 'permendikbud', 'membolehkanya']","['suka', 'suka', 'berseks', 'bebas', 'mematuhi', 'permendikbud', 'membolehkanya']","['suka', 'suka', 'seks', 'bebas', 'patuh', 'permendikbud', 'membolehkanya']",suka suka seks bebas patuh permendikbud membolehkanya
221,dmitri pasal bentrok coba sebut memeng erti ikut ulama kadron,negatif,"['dmitri', 'pasal', 'bentrok', 'coba', 'sebutkan', 'memeng', 'mengerti', 'mengikuti', 'ulama', 'kadron']","['dmitri', 'pasal', 'bentrok', 'coba', 'sebutkan', 'memeng', 'mengerti', 'mengikuti', 'ulama', 'kadron']","['dmitri', 'pasal', 'bentrok', 'coba', 'sebut', 'memeng', 'erti', 'ikut', 'ulama', 'kadron']",dmitri pasal bentrok coba sebut memeng erti ikut ulama kadron
222,dmitri isi otak mesum ulama kadron dalem permendikbud,positif,"['dmitri', 'isi', 'otak', 'mesumnya', 'ulama', 'kadron', 'dalem', 'permendikbud']","['dmitri', 'isi', 'otak', 'mesumnya', 'ulama', 'kadron', 'dalem', 'permendikbud']","['dmitri', 'isi', 'otak', 'mesum', 'ulama', 'kadron', 'dalem', 'permendikbud']",dmitri isi otak mesum ulama kadron dalem permendikbud
223,muhamad thohir contoh kuhpnya tubuh suami istri pidana zan pidana penjara denda katagori permendikbud sentuh usap raba pegang peluk cium mengosokan tubuh tubuh korban tuju korban buka pakai korban tuju korban kuhp nyata gamblang ambigu multitafsir sex bebas larang permendikbud dapat seksual tuju korban cium esek malu syah syah implementasi permendikbud bentrok kuhp salah kuhp permendikbudnya ambigu revisi,negatif,"['muhamad', 'thohir', 'contoh', 'kuhpnya', 'melakukan', 'persetubuhan', 'suami', 'istrinya', 'dipidana', 'perzinan', 'pidana', 'penjara', 'denda', 'katagori', 'permendikbud', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'mengosokan', 'bagian', 'tubuhnya', 'tubuh', 'korban', 'persetujuan', 'korban', 'membuka', 'pakaian', 'korban', 'persetujuan', 'korban', 'kuhp', 'dinyatakan', 'gamblang', 'keambiguan', 'multitafsir', 'sex', 'bebas', 'dilarang', 'permendikbud', 'didapati', 'melakukan', 'seksual', 'persetujuan', 'korban', 'mencium', 'mengesekan', 'kemaluan', 'syah', 'syah', 'mengimplementasikan', 'permendikbud', 'bentrok', 'kuhp', 'disalahkan', 'kuhp', 'nya', 'permendikbudnya', 'ambigu', 'direvisi']","['muhamad', 'thohir', 'contoh', 'kuhpnya', 'persetubuhan', 'suami', 'istrinya', 'dipidana', 'perzinan', 'pidana', 'penjara', 'denda', 'katagori', 'permendikbud', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'mengosokan', 'tubuhnya', 'tubuh', 'korban', 'persetujuan', 'korban', 'membuka', 'pakaian', 'korban', 'persetujuan', 'korban', 'kuhp', 'dinyatakan', 'gamblang', 'keambiguan', 'multitafsir', 'sex', 'bebas', 'dilarang', 'permendikbud', 'didapati', 'seksual', 'persetujuan', 'korban', 'mencium', 'mengesekan', 'kemaluan', 'syah', 'syah', 'mengimplementasikan', 'permendikbud', 'bentrok', 'kuhp', 'disalahkan', 'kuhp', 'permendikbudnya', 'ambigu', 'direvisi']","['muhamad', 'thohir', 'contoh', 'kuhpnya', 'tubuh', 'suami', 'istri', 'pidana', 'zan', 'pidana', 'penjara', 'denda', 'katagori', 'permendikbud', 'sentuh', 'usap', 'raba', 'pegang', 'peluk', 'cium', 'mengosokan', 'tubuh', 'tubuh', 'korban', 'tuju', 'korban', 'buka', 'pakai', 'korban', 'tuju', 'korban', 'kuhp', 'nyata', 'gamblang', 'ambigu', 'multitafsir', 'sex', 'bebas', 'larang', 'permendikbud', 'dapat', 'seksual', 'tuju', 'korban', 'cium', 'esek', 'malu', 'syah', 'syah', 'implementasi', 'permendikbud', 'bentrok', 'kuhp', 'salah', 'kuhp', 'permendikbudnya', 'ambigu', 'revisi']",muhamad thohir contoh kuhpnya tubuh suami istri pidana zan pidana penjara denda katagori permendikbud sentuh usap raba pegang peluk cium mengosokan tubuh tubuh korban tuju korban buka pakai korban tuju korban kuhp nyata gamblang ambigu multitafsir sex bebas larang permendikbud dapat seksual tuju korban cium esek malu syah syah implementasi permendikbud bentrok kuhp salah kuhp permendikbudnya ambigu revisi
224,dmitri anak hukum tertawa argumen kutip salahsatu pasal kontroversial pasal ayat keras seksual ayat liput sentuh usap raba pegang peluk cium mengosokan tubuh tubuh korban tuju korban simpul gamblang permendikbud kelompok tindak tindak tuju korban tindak tuju korban tindak tuju korban keras seksual tindak tuju korban ada keras seksual permendikbud samasekali atur tindak tuju korban legal meng ilegal alias iya atur samasekali anak hukum tertawa argumen kutip salahsatu pasal kontroversial pasal ayat keras seksual ayat liput sentuh usap raba pegang peluk cium mengosokan tubuh tubuh korban tuju korban simpul gamblang permendikbud kelompok tindak tindak tuju korban tindak tuju korban tindak tuju korban keras seksual tindak tuju korban ada keras seksual permendikbud samasekali atur konsekwensi tindak tuju korban legal ilegal alias atur samasekali argumentum contrario pikir tindak tuju korban boleh dalem pemendikbud simpul ga dasar,negatif,"['dmitri', 'anak', 'hukum', 'tertawa', 'melihat', 'argumenmu', 'biar', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'kekerasan', 'seksual', 'ayat', 'meliputi', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'mengosokan', 'bagian', 'tubuhnya', 'tubuh', 'korban', 'persetujuan', 'korban', 'kesimpulan', 'disini', 'gamblang', 'permendikbud', 'mengelompokan', 'tindakan', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'maka', 'kekerasan', 'seksual', 'tindakan', 'persetujuan', 'korban', 'maka', 'adakah', 'kekerasan', 'seksual', 'permendikbud', 'samasekali', 'mengatur', 'tindakan', 'persetujuan', 'korban', 'melegalkan', 'meng', 'ilegalkan', 'alias', 'iya', 'diatur', 'samasekali', 'anak', 'hukum', 'tertawa', 'melihat', 'argumenmu', 'biar', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'kekerasan', 'seksual', 'ayat', 'meliputi', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'mengosokan', 'bagian', 'tubuhnya', 'tubuh', 'korban', 'persetujuan', 'korban', 'kesimpulan', 'disini', 'gamblang', 'permendikbud', 'mengelompokan', 'tindakan', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'maka', 'kekerasan', 'seksual', 'tindakan', 'persetujuan', 'korban', 'maka', 'adakah', 'kekerasan', 'seksual', 'permendikbud', 'samasekali', 'mengatur', 'konsekwensi', 'tindakan', 'persetujuan', 'korban', 'melegalkan', 'mengilegalkan', 'alias', 'diatur', 'samasekali', 'argumentum', 'contrario', 'berpikir', 'tindakan', 'persetujuan', 'korban', 'diperbolehkan', 'dalem', 'pemendikbud', 'maka', 'kesimpulan', 'ga', 'dasar', 'nya']","['dmitri', 'anak', 'hukum', 'tertawa', 'argumenmu', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'kekerasan', 'seksual', 'ayat', 'meliputi', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'mengosokan', 'tubuhnya', 'tubuh', 'korban', 'persetujuan', 'korban', 'kesimpulan', 'gamblang', 'permendikbud', 'mengelompokan', 'tindakan', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'kekerasan', 'seksual', 'tindakan', 'persetujuan', 'korban', 'adakah', 'kekerasan', 'seksual', 'permendikbud', 'samasekali', 'mengatur', 'tindakan', 'persetujuan', 'korban', 'melegalkan', 'meng', 'ilegalkan', 'alias', 'iya', 'diatur', 'samasekali', 'anak', 'hukum', 'tertawa', 'argumenmu', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'kekerasan', 'seksual', 'ayat', 'meliputi', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'mengosokan', 'tubuhnya', 'tubuh', 'korban', 'persetujuan', 'korban', 'kesimpulan', 'gamblang', 'permendikbud', 'mengelompokan', 'tindakan', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'kekerasan', 'seksual', 'tindakan', 'persetujuan', 'korban', 'adakah', 'kekerasan', 'seksual', 'permendikbud', 'samasekali', 'mengatur', 'konsekwensi', 'tindakan', 'persetujuan', 'korban', 'melegalkan', 'mengilegalkan', 'alias', 'diatur', 'samasekali', 'argumentum', 'contrario', 'berpikir', 'tindakan', 'persetujuan', 'korban', 'diperbolehkan', 'dalem', 'pemendikbud', 'kesimpulan', 'ga', 'dasar']","['dmitri', 'anak', 'hukum', 'tertawa', 'argumen', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'keras', 'seksual', 'ayat', 'liput', 'sentuh', 'usap', 'raba', 'pegang', 'peluk', 'cium', 'mengosokan', 'tubuh', 'tubuh', 'korban', 'tuju', 'korban', 'simpul', 'gamblang', 'permendikbud', 'kelompok', 'tindak', 'tindak', 'tuju', 'korban', 'tindak', 'tuju', 'korban', 'tindak', 'tuju', 'korban', 'keras', 'seksual', 'tindak', 'tuju', 'korban', 'ada', 'keras', 'seksual', 'permendikbud', 'samasekali', 'atur', 'tindak', 'tuju', 'korban', 'legal', 'meng', 'ilegal', 'alias', 'iya', 'atur', 'samasekali', 'anak', 'hukum', 'tertawa', 'argumen', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'keras', 'seksual', 'ayat', 'liput', 'sentuh', 'usap', 'raba', 'pegang', 'peluk', 'cium', 'mengosokan', 'tubuh', 'tubuh', 'korban', 'tuju', 'korban', 'simpul', 'gamblang', 'permendikbud', 'kelompok', 'tindak', 'tindak', 'tuju', 'korban', 'tindak', 'tuju', 'korban', 'tindak', 'tuju', 'korban', 'keras', 'seksual', 'tindak', 'tuju', 'korban', 'ada', 'keras', 'seksual', 'permendikbud', 'samasekali', 'atur', 'konsekwensi', 'tindak', 'tuju', 'korban', 'legal', 'ilegal', 'alias', 'atur', 'samasekali', 'argumentum', 'contrario', 'pikir', 'tindak', 'tuju', 'korban', 'boleh', 'dalem', 'pemendikbud', 'simpul', 'ga', 'dasar']",dmitri anak hukum tertawa argumen kutip salahsatu pasal kontroversial pasal ayat keras seksual ayat liput sentuh usap raba pegang peluk cium mengosokan tubuh tubuh korban tuju korban simpul gamblang permendikbud kelompok tindak tindak tuju korban tindak tuju korban tindak tuju korban keras seksual tindak tuju korban ada keras seksual permendikbud samasekali atur tindak tuju korban legal meng ilegal alias iya atur samasekali anak hukum tertawa argumen kutip salahsatu pasal kontroversial pasal ayat keras seksual ayat liput sentuh usap raba pegang peluk cium mengosokan tubuh tubuh korban tuju korban simpul gamblang permendikbud kelompok tindak tindak tuju korban tindak tuju korban tindak tuju korban keras seksual tindak tuju korban ada keras seksual permendikbud samasekali atur konsekwensi tindak tuju korban legal ilegal alias atur samasekali argumentum contrario pikir tindak tuju korban boleh dalem pemendikbud simpul ga dasar
